lot_id,title,url,current_bid,time_remaining,end_time,shipping_available,buyers_premium,pickup_notes,status,market_value,last_updated,my_max_bid,potential_spread,action_recommendation
https://hibid.com/lot/284826662/book-ends?ref=lot-list,Lot 1 | Book ends,https://hibid.com/lot/284826662/book-ends?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,30.515862068965518,2026-02-06 00:38:38,9.39,30.515862068965518,BUY NOW
https://hibid.com/lot/284826663/book-ends?ref=lot-list,Lot 2 | Book ends,https://hibid.com/lot/284826663/book-ends?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,30.515862068965518,2026-02-06 00:38:38,9.39,30.515862068965518,BUY NOW
https://hibid.com/lot/284826664/oil-bottles?ref=lot-list,Lot 3 | oil bottles,https://hibid.com/lot/284826664/oil-bottles?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,27.150957446808512,2026-02-06 00:38:38,7.01,27.150957446808512,BUY NOW
https://hibid.com/lot/284826665/asian-fans?ref=lot-list,Lot 4 | asian fans,https://hibid.com/lot/284826665/asian-fans?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,27.800243902439025,2026-02-06 00:38:38,7.47,27.800243902439025,BUY NOW
https://hibid.com/lot/284826666/titan-toys?ref=lot-list,Lot 5 | Titan toys,https://hibid.com/lot/284826666/titan-toys?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,38.95431034482759,2026-02-06 00:38:38,15.36,38.95431034482759,BUY NOW
https://hibid.com/lot/284826667/funko-pop?ref=lot-list,Lot 6 | Funko POP,https://hibid.com/lot/284826667/funko-pop?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,32.52580952380952,2026-02-06 00:38:38,10.81,32.52580952380952,BUY NOW
https://hibid.com/lot/284826668/haeger?ref=lot-list,Lot 7 | HAeger,https://hibid.com/lot/284826668/haeger?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,24.962755905511813,2026-02-06 00:38:38,5.46,24.962755905511813,BUY NOW
https://hibid.com/lot/284826669/knife?ref=lot-list,Lot 8 | Knife,https://hibid.com/lot/284826669/knife?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,77.63214326530613,2026-02-06 00:38:38,22.39,77.63214326530613,BUY NOW
https://hibid.com/lot/284826670/knife?ref=lot-list,Lot 9 | Knife,https://hibid.com/lot/284826670/knife?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,78.33474268041238,2026-02-06 00:38:38,22.89,78.33474268041238,BUY NOW
https://hibid.com/lot/284826671/onxy-elephant?ref=lot-list,Lot 10 | Onxy elephant,https://hibid.com/lot/284826671/onxy-elephant?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,93.91068376068377,2026-02-06 00:38:38,33.9,93.91068376068377,BUY NOW
https://hibid.com/lot/284826672/glass-knife?ref=lot-list,Lot 11 | glass knife,https://hibid.com/lot/284826672/glass-knife?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,27.98076923076923,2026-02-06 00:38:38,7.6,27.98076923076923,BUY NOW
https://hibid.com/lot/284826673/knife?ref=lot-list,Lot 12 | knife,https://hibid.com/lot/284826673/knife?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,78.37814474226803,2026-02-06 00:38:38,22.92,78.37814474226803,BUY NOW
https://hibid.com/lot/284826674/knife?ref=lot-list,Lot 13 | knife,https://hibid.com/lot/284826674/knife?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,78.51750041666666,2026-02-06 00:38:38,23.02,78.51750041666666,BUY NOW
https://hibid.com/lot/284826675/charlie-brown-tree?ref=lot-list,Lot 14 | Charlie brown tree,https://hibid.com/lot/284826675/charlie-brown-tree?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,23.059107142857144,2026-02-06 00:38:38,4.11,23.059107142857144,BUY NOW
https://hibid.com/lot/284826676/harry-potter?ref=lot-list,Lot 15 | Harry Potter,https://hibid.com/lot/284826676/harry-potter?ref=lot-list,0.0,Unknown,Unknown,0,0.15,,valued,38.4,2026-02-06 00:38:38,14.97,38.4,BUY NOW
